,visible_mean,visible_max,visible_min,visible_mean_distribution,visible_contrast,visible_entropy,visible_second_angular_momentum,IR_mean,IR_max,IR_min,class,IR_norm_range,IR_range,log_entropy,entropy_x_contrast
406,6.0048,73.7242,27.7029,6.7333,83.3917,0.0698,2.8718,-80.1903,33.1456,-18.1453,1,-0.6396147663744868,51.2909,-2.6621212692138103,5.82074066
464,6.4348,115.6457,39.2406,8.4083,172.0917,0.0879,2.9989,-5.0714,36.971,21.8612,1,-2.9794139685293994,15.109799999999996,-2.4315554742910055,15.12686043
773,4.07,122.9551,27.4947,7.1792,152.6208,0.158,2.6759,4.9152,41.9693,33.3671,1,1.7501220703124993,8.602199999999996,-1.8451602459551701,24.1140864
509,8.0,164.0,58.5664,0.0767,658.2084,0.0265,3.7895,172.0,245.0,216.2109,0,0.16737848837209296,28.78909999999999,-3.6306105459899607,17.4425226
487,7.9397,133.4893,69.2306,10.3792,170.7792,0.045,3.2404,-9.5551,37.6021,7.4965,1,-3.150736256030811,30.1056,-3.101092789211817,7.685064
229,6.6498,76.304,38.2144,5.7958,58.5292,0.076,2.7409,-19.1657,31.6394,3.2952,1,-1.4789024142087164,28.344199999999997,-2.577021938695806,4.4482192000000005
557,4.715,92.8576,19.9359,6.975,111.3667,0.0824,2.9016,12.8909,39.6925,34.0228,1,0.43982188986028947,5.669700000000006,-2.496169842066711,9.17661608
70,5.0,152.0,43.4297,0.0569,576.2334,0.0491,3.4366,127.0,238.0,210.2188,0,0.2187496062992127,27.781200000000013,-3.0138962441816624,28.293059939999996
2,2.0,126.0,21.0586,0.0406,308.3583,0.0684,3.1702,174.0,240.0,227.5859,0,0.07134540229885052,12.41409999999999,-2.682382454353632,21.09170772
50,11.0,157.0,65.6172,0.0945,922.4584,0.0237,3.9493,160.0,231.0,199.9414,0,0.19411625000000007,31.058600000000013,-3.7422802308410517,21.86226408
842,3.855,96.2973,8.509,1.55,15.8417,0.5134,1.2841,16.8752,39.276,37.3884,1,0.11185645207167952,1.8876000000000062,-0.6667000105450971,8.13312878
486,2.0,97.0,19.8477,0.0511,412.2917,0.0542,3.3583,197.0,241.0,232.0234,0,0.04556649746192889,8.97659999999999,-2.9150743705365367,22.34621014
1016,49.8612,84.6883,71.1704,0.8625,1.7375,0.3407,1.2385,-96.9562,-49.9017,-79.829,1,-0.3086682440112133,29.927299999999995,-1.0767529543152161,0.59196625
544,4.0,255.0,75.4414,0.1608,2980.2209,0.0164,4.3005,166.0,245.0,210.7773,0,0.206160843373494,34.2227,-4.110473944151984,48.87562276
658,3.0,136.0,16.6445,0.0423,317.1708,0.0553,3.2298,189.0,251.0,242.1953,0,0.04658571428571427,8.804699999999997,-2.8949823704538478,17.53954524
666,9.0,182.0,61.3516,0.089,958.3293,0.0239,3.9355,172.0,244.0,216.3828,0,0.16056511627906975,27.617199999999997,-3.733876820044672,22.904070270000002
106,4.0,93.0,19.9805,0.0235,93.7375,0.1048,2.722,184.0,239.0,228.0781,0,0.059358152173913006,10.921899999999994,-2.2557015070951953,9.823690000000001
498,6.6498,108.9813,39.8402,8.6792,122.7042,0.051,3.1026,-72.6526,33.3599,-15.9083,1,-0.6781340241092542,49.26820000000001,-2.9759296462578115,6.257914199999999
822,3.0,34.0,5.5977,0.0099,24.3417,0.2243,1.9724,234.0,252.0,249.0117,0,0.01277051282051286,2.9883000000000095,-1.4947708374559745,5.45984331
195,9.0,178.0,84.1758,0.0927,939.0333,0.0223,3.9821,150.0,232.0,190.4453,0,0.2770313333333333,41.5547,-3.803168600516064,20.94044259
467,10.0895,85.9782,39.1096,7.8958,93.6292,0.0587,2.9557,-75.9472,26.392,-30.5985,1,-0.7503963279752249,56.9905,-2.8353155521480864,5.49603404
883,48.7863,113.7109,83.7763,3.2667,21.1667,0.1276,2.2809,-115.9012,-48.1916,-94.4526,1,-0.39914168274357814,46.261,-2.0588549080714476,2.70087092
58,6.0,64.0,15.7305,0.0249,89.2917,0.0808,2.8185,213.0,237.0,231.6563,0,0.025087793427230106,5.3437000000000126,-2.5157783134550873,7.21476936
299,9.8745,95.8674,46.7364,8.6,126.4583,0.0554,3.0844,-15.8096,30.5569,13.5982,1,-1.072683685861755,16.9587,-2.893175685228899,7.0057898199999995
471,33.9525,82.3235,58.2791,2.3083,10.2583,0.164,1.9817,-94.3734,-34.2433,-74.5282,1,-0.4268671045019041,40.2849,-1.8078888511579385,1.6823612000000001
6,5.0,144.0,42.0391,0.0418,250.875,0.0543,3.2405,94.0,225.0,179.1484,0,0.48778297872340415,45.85159999999999,-2.913231052042247,13.622512500000001
649,5.3599,84.2583,36.5793,8.0333,110.6583,0.0576,3.0081,8.097,40.7304,28.652,1,1.4917129801160927,12.078400000000002,-2.8542327112802917,6.373918079999999
530,6.8648,78.0239,38.5545,8.1792,114.3625,0.0574,3.0516,-79.33,34.215,-28.3077,1,-0.7881343753939242,62.5227,-2.8577109756566164,6.5644075
153,14.0,192.0,97.6016,0.0854,758.9916,0.0238,3.8802,155.0,233.0,186.6211,0,0.29921870967741926,46.37889999999999,-3.738069698304708,18.06400008
966,3.64,109.1963,15.4573,4.1583,86.0417,0.3797,1.8606,-21.1547,41.3507,33.856,1,-0.35428060903723535,7.494700000000002,-0.9683738117443804,32.67003349
884,74.7991,111.5611,93.1574,2.1875,10.1125,0.1752,1.9585,-108.4668,-72.2467,-97.1282,1,-0.22939277271939434,24.881500000000003,-1.741827100479846,1.7717100000000001
932,3.64,42.1218,9.0406,2.2,19.7833,0.2958,1.8027,30.3397,41.3507,39.433,1,0.0632076124681524,1.9177000000000035,-1.2180717287054377,5.851900140000001
774,4.07,132.4143,31.8052,7.9792,151.1542,0.0935,2.9408,-0.1888,41.7633,30.2189,1,-61.146186440677965,11.5444,-2.369793842687496,14.1329177
581,3.0,242.0,74.9219,0.1351,2161.2749,0.0174,4.2504,170.0,246.0,210.6328,0,0.20804235294117646,35.3672,-4.051285072761654,37.606183259999995
371,7.0,133.0,44.793,0.0695,598.8168,0.0339,3.6727,182.0,243.0,222.5078,0,0.11259450549450548,20.492199999999997,-3.3843402645957323,20.299889519999997
632,6.0,157.0,53.3086,0.1049,1196.0625,0.0231,3.9643,178.0,247.0,220.5,0,0.14887640449438203,26.5,-3.767922661454389,27.629043749999997
362,5.0,166.0,32.3359,0.0665,572.0459,0.0331,3.6781,170.0,242.0,222.5938,0,0.11415411764705889,19.406200000000013,-3.40822199659912,18.934719289999997
566,16.539,60.8253,34.6999,2.0542,7.5375,0.1786,1.8526,-71.4387,6.3904,-28.3575,1,-0.4864016282491143,34.7479,-1.7226066105397384,1.3461975
594,9.4446,127.4698,63.0465,9.8167,160.1083,0.0497,3.1695,-102.5603,30.1224,-57.5744,1,-0.8550755019242339,87.6968,-3.001750345879554,7.957382510000001
332,6.0,160.0,47.332,0.0836,777.975,0.0247,3.8945,176.0,240.0,218.8516,0,0.12016136363636369,21.14840000000001,-3.7009520353482057,19.2159825
266,6.6498,96.7273,47.1286,7.5542,99.7708,0.0612,2.9751,-1.9724,33.1456,14.1046,1,-9.65372135469479,19.041000000000004,-2.7936080894638566,6.105972959999999
151,9.0,182.0,75.8359,0.1063,1156.5585,0.0199,4.0436,155.0,237.0,199.1133,0,0.2444303225806451,37.88669999999999,-3.9170355472516905,23.01551415
999,4.0,87.0,11.082,0.0176,73.1667,0.1402,2.4358,218.0,246.0,242.7539,0,0.014890366972477122,3.2461000000000126,-1.9646853043816475,10.257971340000001
993,4.07,61.6852,15.4372,5.8875,92.4625,0.1044,2.695,25.282,41.5571,38.0152,1,0.1400957202752946,3.5418999999999983,-2.2595256035335987,9.653085
331,9.2296,89.8479,47.7626,7.6875,99.7042,0.0576,2.9932,-13.8821,31.4233,4.1091,1,-1.9675841551350302,27.3142,-2.8542327112802917,5.74296192
364,8.0,148.0,54.7578,0.0866,845.8334,0.0255,3.9003,174.0,239.0,214.457,0,0.14105172413793107,24.543000000000006,-3.6690768268177565,21.568751699999996
634,72.6493,87.2681,80.2476,0.8292,1.4458,0.3506,1.1729,-110.6983,-92.9238,-101.3592,1,-0.07620171222141624,8.435400000000001,-1.048109306495003,0.50689748
662,46.4215,104.6816,72.1597,1.9875,8.9042,0.193,1.8826,-101.0037,-52.3305,-83.5376,1,-0.30896986942062515,31.207099999999997,-1.6450650900772514,1.7185105999999999
822,84.6883,100.812,92.8979,1.1583,3.0083,0.2802,1.4519,-110.6983,-92.4445,-100.5983,1,-0.07365786105116329,8.15379999999999,-1.2722516450792305,0.84292566
847,29.8679,133.2743,72.892,5.0542,47.2542,0.0903,2.6241,-95.8417,1.5776,-53.3884,1,-0.5735081911109673,54.965999999999994,-2.4046178185591973,4.26705426
850,2.0,205.0,58.7461,0.063,656.2458,0.0663,3.3958,182.0,250.0,225.1016,0,0.13680439560439567,24.89840000000001,-2.7135653817903203,43.50909654
214,6.0,99.0,27.8125,0.0497,347.3833,0.0493,3.4062,195.0,245.0,229.6133,0,0.07890615384615379,15.38669999999999,-3.009831197933493,17.12599669
894,11.1644,95.8674,47.8583,6.2958,74.3458,0.0745,2.7789,-54.091,18.7228,-20.9069,1,-0.7326486846240594,39.6297,-2.5969561535966235,5.5387621
629,4.0,222.0,60.9844,0.0957,1504.2086,0.0684,3.5766,166.0,250.0,222.1797,0,0.1675921686746988,27.820300000000003,-2.682382454353632,102.88786824
868,4.285,107.9064,20.5363,7.5208,159.6542,0.1225,2.8163,11.7035,40.9373,34.6397,1,0.5380954415345839,6.297600000000003,-2.0996442489973552,19.5576395
415,74.3692,85.5482,80.691,0.2958,0.3375,0.5907,0.6619,-104.1394,-96.4604,-99.8774,1,-0.03281178881383979,3.4169999999999874,-0.5264470046689474,0.19936125000000002
573,6.0,46.0,11.4844,0.0139,34.3542,0.1417,2.3308,226.0,246.0,242.5742,0,0.01515840707964606,3.4258000000000095,-1.9540431322855023,4.86799014
933,65.0,164.0,111.7031,0.0436,196.6625,0.0418,3.2995,192.0,212.0,198.8906,0,0.06827812499999997,13.109399999999994,-3.1748589394514264,8.220492499999999
669,8.0,116.0,38.3242,0.0735,582.7875,0.0275,3.7551,186.0,245.0,227.1836,0,0.09578709677419348,17.816399999999987,-3.5935692743096115,16.026656250000002
434,5.0,124.0,28.0156,0.0496,322.7208,0.0414,3.4625,188.0,241.0,227.793,0,0.07024999999999997,13.206999999999994,-3.1844743981508685,13.36064112
1001,9.0146,75.2291,31.3148,7.625,106.7417,0.0625,3.0137,-58.0431,33.5741,-7.068,1,-0.7002055369199783,40.6421,-2.772588722239781,6.67135625
1,3.0,135.0,41.9063,0.079,690.3291,0.0259,3.834,167.0,239.0,213.7188,0,0.15138443113772462,25.281200000000013,-3.653512310276645,17.87952369
754,51.5811,88.773,71.5055,1.3333,3.3167,0.2493,1.5056,-80.1903,-46.5013,-61.2723,1,-0.18419933582989467,14.771,-1.3890982884526248,0.82685331
39,60.3953,113.2809,88.2154,8.0125,100.7458,0.0596,2.9529,-22.0145,-9.0217,-17.0107,1,-0.3628971814031661,7.989000000000001,-2.820099704910833,6.0044496800000005
903,3.64,6.4348,3.7282,0.0125,0.0125,0.9753,0.0672,39.276,40.9373,40.258,1,0.017295549444953602,0.6792999999999978,-0.025010163004167762,0.01219125
914,2.0,3.0,2.1992,0.0003,0.075,0.8613,0.2664,248.0,252.0,249.8047,0,0.00885201612903227,2.195300000000003,-0.14931240318700914,0.06459749999999999
656,8.1547,82.3235,39.0617,6.6708,87.8042,0.0711,2.8861,-77.2051,32.2862,-29.5083,1,-0.800394015421261,61.7945,-2.643667942172942,6.242878619999999
548,5.0,181.0,41.5859,0.0667,538.9625,0.0319,3.671,174.0,242.0,222.3984,0,0.11265287356321833,19.60159999999999,-3.4451492691913383,17.19290375
180,46.4215,123.3851,85.822,7.6625,92.0792,0.0584,2.964,-23.1677,5.1619,-8.276,1,-0.5800273656858471,13.437899999999999,-2.8404393891479556,5.37742528
754,2.0,58.0,7.125,0.0125,51.2333,0.2732,1.9272,222.0,253.0,248.6328,0,0.01967207207207206,4.367199999999997,-1.297551151285502,13.99693756
462,4.0,52.0,13.4297,0.0197,67.6042,0.1077,2.5915,215.0,240.0,234.7539,0,0.02440046511627913,5.246100000000013,-2.228405694819794,7.280972340000001
787,50.9361,96.7273,77.8786,2.2542,9.1708,0.1698,1.9273,-83.6927,-40.2485,-58.2731,1,-0.21536645370504237,18.0246,-1.77313400510489,1.55720184
755,3.0,74.0,13.1641,0.031,155.9125,0.0693,3.0032,220.0,252.0,245.3164,0,0.030380000000000056,6.683600000000013,-2.6693103727862795,10.80473625
148,7.0,155.0,44.6367,0.0653,549.5833,0.0362,3.6145,161.0,240.0,215.7852,0,0.15040248447204968,24.214799999999997,-3.3186961601504117,19.894915460000004
524,5.7899,143.3784,46.8347,8.2708,136.0458,0.0618,3.0952,-35.1761,39.0675,22.6528,1,-0.46664354490691135,16.414700000000003,-2.783851914518492,8.40763044
1006,3.0,14.0,4.5859,0.0022,1.6042,0.5123,0.9851,243.0,247.0,246.7148,0,0.0011736625514403424,0.28520000000000323,-0.6688448880369805,0.82183166
748,2.0,41.0,3.7148,0.0064,21.5042,0.3711,1.4533,233.0,253.0,251.1914,0,0.007762231759656707,1.8086000000000126,-0.9912837109155852,7.98020862
523,5.7899,143.1635,73.8654,9.9583,168.6417,0.0466,3.2225,-32.0881,38.6498,6.1495,1,-1.012845883676503,32.500299999999996,-3.0661547378505367,7.85870322
805,3.855,94.1475,8.7098,2.1667,34.85,0.4208,1.5172,21.2357,41.9693,39.6528,1,0.1090851726102741,2.316499999999998,-0.865597617558637,14.66488
97,6.2198,96.5123,66.288,5.65,55.7583,0.0777,2.7298,-16.3644,33.7879,-7.1531,1,-2.50183324778177,40.941,-2.5549000216085354,4.3324199100000005
604,77.5939,100.597,87.7501,2.3417,10.3,0.164,1.984,-97.4542,-73.8781,-87.082,1,-0.1354882601262951,13.20389999999999,-1.8078888511579385,1.6892000000000003
860,4.0,58.0,7.5898,0.0064,15.0417,0.3414,1.5506,222.0,246.0,243.5508,0,0.01103243243243239,2.4491999999999905,-1.074700468621797,5.13523638
177,19.3337,144.8833,75.6087,6.7333,78.4833,0.0647,2.8897,-27.2694,17.8011,-11.4094,1,-1.0711823509134781,29.210500000000003,-2.7379940774752822,5.077869509999999
64,5.3599,84.0434,26.0612,8.0917,132.4583,0.0646,3.0377,-6.9039,34.215,21.6018,1,-1.8269673662712382,12.613200000000003,-2.739540868193581,8.55680618
992,5.0,116.0,57.4102,0.0376,142.475,0.0491,3.1488,173.0,243.0,202.9336,0,0.2315976878612716,40.06639999999999,-3.0138962441816624,6.995522499999999
271,7.0,140.0,45.8047,0.0689,522.4583,0.0291,3.7042,107.0,241.0,202.4219,0,0.36054299065420564,38.578100000000006,-3.5370171048046903,15.203536530000001
590,5.7899,93.2876,28.8425,6.9792,91.7792,0.0666,2.8969,6.3904,37.6021,25.7992,1,1.8469735853780673,11.802900000000001,-2.7090507014357934,6.112494720000001
530,4.0,86.0,12.2773,0.0242,128.2708,0.1232,2.6343,206.0,249.0,243.2852,0,0.027741747572815518,5.714799999999997,-2.0939462278827174,15.802962560000001
110,31.1577,104.0367,76.7105,5.7208,55.6792,0.0779,2.7184,-25.4989,2.0793,-16.2552,1,-0.7190310170242638,18.3345,-2.5523293261054345,4.33740968
462,10.0895,130.9095,66.2847,8.3208,124.8042,0.0591,3.0677,-10.3583,33.5741,7.0006,1,-2.565430620854774,26.573500000000003,-2.8285243545700847,7.37592822
489,4.0,124.0,24.1992,0.051,407.6833,0.0473,3.3915,188.0,249.0,237.5625,0,0.06083776595744681,11.4375,-3.0512449834842497,19.28342009
920,84.0434,98.6621,88.7947,1.0167,2.1417,0.3092,1.3203,-105.205,-95.8417,-100.3734,1,-0.04307494890927238,4.531700000000001,-1.1737669622688702,0.66221364
1023,8.0,85.0,18.2852,0.0186,73.5792,0.154,2.4113,220.0,245.0,239.7813,0,0.023721363636363693,5.2187000000000126,-1.870802676568508,11.3311968
746,3.4251,48.1413,6.041,1.3083,12.1917,0.5109,1.2434,27.0552,42.1752,39.3269,1,0.10527735888110215,2.8482999999999947,-0.6715814026453847,6.22873953
25,5.0,78.0,17.043,0.0299,140.3542,0.0764,2.9614,195.0,238.0,230.6953,0,0.037459999999999986,7.304699999999997,-2.5717725828096625,10.723060879999998
201,7.9397,64.48,42.5031,3.4208,20.8208,0.1174,2.2946,-17.7593,31.207,-3.5274,1,-1.9558428541665493,34.7344,-2.142168371588141,2.44436192
333,24.0633,136.069,78.6747,10.6,184.8833,0.0466,3.2497,-17.7593,17.1071,-1.1183,1,-1.026245403816592,18.2254,-3.0661547378505367,8.61556178
162,8.3696,128.9746,71.4048,8.7,128.8083,0.0542,3.1081,-14.4306,32.0708,-3.0073,1,-2.430813687580558,35.0781,-2.9150743705365367,6.98140986
670,6.0,98.0,24.5,0.0446,270.9333,0.049,3.3318,198.0,246.0,234.2578,0,0.05930404040404039,11.742199999999997,-3.0159349808715104,13.2757317
74,4.0,190.0,37.6953,0.0549,575.3,0.1141,3.1594,153.0,240.0,219.4688,0,0.1341908496732027,20.531200000000013,-2.1706800221141074,65.64173
421,4.285,49.0013,9.0322,1.7958,14.9125,0.457,1.4333,5.6542,36.3381,32.0837,1,0.7524318205935405,4.254399999999997,-0.7830718880879323,6.8150125
305,5.0,124.0,21.9531,0.0341,194.2583,0.0704,3.0476,176.0,240.0,229.5078,0,0.05961477272727271,10.492199999999997,-2.65356201581814,13.67578432
337,7.0,148.0,60.3711,0.0903,874.175,0.0232,3.9151,166.0,238.0,207.4219,0,0.18420542168674703,30.578100000000006,-3.763603000309873,20.280859999999997
210,5.0,179.0,32.0039,0.0635,671.1791,0.0465,3.5064,158.0,240.0,225.4648,0,0.09199493670886078,14.535200000000003,-3.0683029663888264,31.209828149999996
5,5.0,190.0,57.1836,0.0568,388.4958,0.0398,3.5269,135.0,236.0,195.3125,0,0.3013888888888889,40.6875,-3.223888366691745,15.46213284
388,5.0,155.0,58.5313,0.0975,954.0084,0.023,3.9655,173.0,240.0,212.3828,0,0.15963699421965316,27.617199999999997,-3.7722610630529876,21.942193200000002
813,4.0,154.0,46.8711,0.0823,814.2875,0.0264,3.8772,193.0,248.0,227.5977,0,0.10571139896373055,20.402299999999997,-3.6343912688298667,21.49719
53,12.4543,96.7273,72.5385,4.9833,49.2833,0.0902,2.6247,-21.1547,29.687,-10.2919,1,-1.8898353557365506,39.9789,-2.405725851913559,4.445353659999999
810,2.0,161.0,58.5898,0.0895,1040.7209,0.0273,3.8755,193.0,250.0,224.4844,0,0.13220518134715029,25.515600000000006,-3.600868576791223,28.41168057
8,42.5518,113.0659,79.1517,6.9542,75.1292,0.0638,2.8606,-27.8638,-10.0901,-18.1015,1,-0.28752000803910455,8.011400000000002,-2.752002088631393,4.79324296
1020,5.0,80.0,14.2539,0.0187,55.6042,0.1004,2.5926,223.0,245.0,240.5117,0,0.020126905829596455,4.4883000000000095,-2.298593071724508,5.58266168
348,9.0,152.0,51.8789,0.065,476.425,0.0308,3.6783,169.0,243.0,215.7852,0,0.1610343195266272,27.214799999999997,-3.4802405890026082,14.67389
409,12.0,153.0,61.3789,0.087,804.0458,0.0246,3.8746,182.0,244.0,218.8906,0,0.13796373626373623,25.109399999999994,-3.70500883604382,19.77952668
724,33.0926,125.7499,78.2976,4.8333,39.475,0.0863,2.5869,-95.8417,-25.2057,-52.0258,1,-0.2798374820146136,26.820099999999996,-2.449925680892755,3.4066925
89,5.5749,59.5354,7.7491,0.9208,13.0542,0.6165,0.9246,18.9525,34.0016,32.6897,1,0.06922041946972703,1.3119000000000014,-0.48369695637773796,8.0479143
474,45.7765,94.3625,77.8458,2.325,9.9083,0.1738,1.8966,-103.6105,-52.6809,-77.7283,1,-0.24174576900989767,25.047400000000003,-1.7498500661508454,1.7220625400000003
518,4.0,130.0,36.7695,0.0633,486.5083,0.0341,3.6299,182.0,241.0,222.2852,0,0.10282857142857141,18.714799999999997,-3.3784578946926658,16.58993303
673,3.2101,15.2491,4.0641,0.2375,1.0292,0.8277,0.4386,35.4914,40.7304,39.681,1,0.02956772626608152,1.0494000000000057,-0.18910450909078697,0.8518688399999998
792,3.0,9.0,3.1289,0.0007,0.4458,0.8217,0.4218,244.0,249.0,247.3516,0,0.006755737704918071,1.6484000000000094,-0.1963799140449949,0.36631386
715,3.64,42.7668,6.9538,1.5833,14.85,0.4483,1.4057,29.9047,41.3507,39.0847,1,0.07577404220741239,2.2660000000000053,-0.8022926278207433,6.657254999999999
102,59.3204,103.8217,82.2463,3.3625,27.0208,0.13,2.3005,-12.7902,-1.4611,-9.5306,1,-0.6309127300589513,8.0695,-2.0402208285265546,3.5127040000000003
779,3.855,32.0177,5.2675,0.7417,6.4167,0.6697,0.8253,26.1705,40.1082,38.7736,1,0.050996350853059536,1.3345999999999947,-0.4009254280661326,4.297263989999999
404,5.1449,33.7375,9.7083,1.7333,8.3083,0.2543,1.7373,-25.4989,35.7034,26.7449,1,-0.3513288808536839,8.9585,-1.369240606554063,2.11280069
895,12.0244,58.0305,32.4099,3.3208,20.2375,0.1235,2.2541,-68.6495,11.2265,-31.0165,1,-0.6153431561773939,42.243,-2.091514122914105,2.49933125
589,5.1449,79.5287,20.4876,5.4958,59.8208,0.0865,2.6922,10.9876,39.276,30.1124,1,0.8339946849175436,9.163600000000002,-2.4476108650443034,5.1744992
305,6.2198,71.7894,21.9673,4.7583,49.8417,0.1058,2.5818,-3.5153,34.0016,21.4711,1,-3.564560634938698,12.530500000000004,-2.246204759557938,5.27325186
660,42.5518,86.1932,62.2798,2.0458,8.8375,0.1902,1.8405,-103.6105,-62.8642,-86.6713,1,-0.22977497454408582,23.807100000000005,-1.659679128870847,1.6808925000000001
572,7.0,142.0,39.0781,0.0638,509.2417,0.0321,3.6845,185.0,246.0,227.8516,0,0.09809945945945951,18.14840000000001,-3.438899248846167,16.34665857
742,3.855,90.7078,13.7694,4.5958,78.2208,0.2369,2.231,14.5413,41.9693,37.5727,1,0.30235260946407816,4.396599999999999,-1.4401171678173972,18.53050752
402,6.0,136.0,31.7109,0.0502,382.5833,0.0485,3.4029,177.0,241.0,225.4805,0,0.08768079096045193,15.519499999999994,-3.0261914810386994,18.55529005
240,42.1218,108.9813,81.9666,6.3625,67.0625,0.0703,2.8169,-16.921,2.0793,-9.0306,1,-0.6565746705277465,11.1099,-2.6549834801655177,4.71449375
409,36.5323,78.2388,61.1159,2.1667,7.5583,0.1778,1.8278,-98.4569,-59.5086,-88.0425,1,-0.2898110746935969,28.533900000000003,-1.7270959559023327,1.34386574
125,31.5877,67.4897,49.8486,2.3708,10.5792,0.1597,1.9932,-98.9616,-48.8732,-82.2293,1,-0.3370610418586603,33.3561,-1.8344582237611702,1.68949824
261,7.0798,99.952,36.2863,7.1208,93.4208,0.0657,2.9312,-11.9758,32.7164,16.5666,1,-1.3485362146996442,16.1498,-2.722656353491572,6.137746559999999
439,40.402,80.8186,60.9975,1.8,6.7333,0.2148,1.7627,-94.3734,-63.2422,-85.3542,1,-0.23430331004287233,22.11200000000001,-1.5380479163474274,1.4463128399999998
299,8.0,180.0,97.2383,0.1108,1161.3209,0.0196,4.0717,160.0,236.0,188.5898,0,0.29631375000000004,47.4102,-3.9322257127456655,22.76188964
341,5.7899,68.9946,22.3317,3.6875,33.6125,0.1599,2.32,-33.9336,36.1268,14.5722,1,-0.6351993304571281,21.5546,-1.8332066591422287,5.374638749999999
431,3.0,56.0,9.207,0.0124,41.8375,0.2425,2.0399,213.0,242.0,237.1836,0,0.022612206572769893,4.816399999999987,-1.4167535686045991,10.14559375
860,50.7211,91.7827,77.5108,1.2958,4.0958,0.2721,1.5516,-86.8425,-53.7371,-68.0937,1,-0.16531767279845697,14.3566,-1.3015856331929365,1.11446718
930,3.0,81.0,20.8672,0.0389,211.7792,0.0556,3.2034,197.0,247.0,236.0234,0,0.055718781725888275,10.97659999999999,-2.8895720777256004,11.77492352
173,32.8776,127.8997,77.3218,9.225,136.2334,0.0498,3.1216,-22.302,15.0103,-8.7894,1,-1.0671554120706663,23.7997,-2.99974029495153,6.784423319999999
622,4.0,128.0,28.625,0.0523,342.7875,0.0392,3.4824,194.0,250.0,235.543,0,0.074520618556701,14.456999999999994,-3.23907853218572,13.43727
902,2.0,119.0,16.3945,0.0194,86.2417,0.1371,2.4762,196.0,249.0,240.0625,0,0.045599489795918366,8.9375,-1.9870446924138683,11.82373707
989,5.0,36.0,9.3203,0.0089,16.4,0.2231,1.8998,232.0,247.0,243.4844,0,0.015153448275862095,3.5156000000000063,-1.5001351775436502,3.6588399999999996
723,47.9264,90.4928,64.3801,3.75,24.1167,0.1078,2.3646,-73.8781,-39.9264,-54.495,1,-0.19719781640296646,14.568599999999996,-2.22747762050724,2.59978026
883,2.0,4.0,2.1289,0.0004,0.1042,0.8134,0.3341,249.0,253.0,251.3711,0,0.006541767068273041,1.6288999999999874,-0.20653228550901287,0.08475628
469,5.3599,90.4928,46.3711,6.875,80.1917,0.0668,2.8751,-91.4921,33.3599,-47.1195,1,-0.8796322305423092,80.4794,-2.706052198439537,5.35680556
417,2.0,153.0,27.1914,0.0802,1004.5417,0.0474,3.6897,175.0,242.0,228.4805,0,0.07725428571428568,13.519499999999994,-3.0491330502811063,47.61527658
17,7.0,155.0,59.2305,0.0837,745.0083,0.025,3.8622,162.0,234.0,203.8516,0,0.18610123456790129,30.14840000000001,-3.6888794541139363,18.6252075
247,7.0,149.0,31.9336,0.0555,397.1833,0.037,3.5461,174.0,246.0,231.543,0,0.08308620689655169,14.456999999999994,-3.2968373663379125,14.695782099999999
438,6.0,177.0,75.1914,0.13,1686.2124,0.0167,4.2093,174.0,247.0,213.0195,0,0.1952902298850575,33.980500000000006,-4.092346559559427,28.15974708
651,48.7863,139.5087,91.1655,9.9125,168.2875,0.0487,3.1669,-44.4983,12.4169,-11.8665,1,-0.5457152295705678,24.2834,-3.022076248893593,8.19560125
905,3.64,5.7899,4.0188,0.0042,0.0042,0.9917,0.027,36.5493,39.6925,38.6967,1,0.027245391840609878,0.9958000000000027,-0.008334636790057628,0.0041651399999999995
83,10.7345,102.3168,78.1507,4.6292,36.2625,0.0974,2.5108,-22.8787,28.8133,-12.4428,1,-1.8032536813717566,41.2561,-2.3289290683336477,3.5319675000000004
484,3.0,113.0,29.5156,0.0557,376.3667,0.0368,3.5297,183.0,242.0,225.5,0,0.09016393442622951,16.5,-3.302257433807252,13.850294559999998
721,2.0,113.0,21.1641,0.0552,559.5083,0.099,3.1832,200.0,253.0,242.1406,0,0.05429699999999997,10.859399999999994,-2.312635428847547,55.3913217
461,4.0,46.0,8.6211,0.0117,25.6583,0.1656,2.1082,215.0,246.0,237.9766,0,0.03731813953488376,8.02340000000001,-1.7981800370309777,4.24901448
309,10.0,163.0,67.668,0.1012,1031.3042,0.0204,4.0399,169.0,245.0,212.0195,0,0.19515088757396454,32.980500000000006,-3.892220378131966,21.038605680000003
658,14.1742,74.7991,44.1264,3.0417,16.3833,0.1321,2.1853,-79.33,14.7759,-37.725,1,-0.6618038573049289,52.5009,-2.0241960674538575,2.1642339299999995
704,1.0,41.0,3.4375,0.01,23.2875,0.2269,1.9568,231.0,249.0,246.25,0,0.011904761904761904,2.75,-1.483245887196341,5.28393375
955,7.0,109.0,36.8672,0.0512,342.1959,0.0397,3.4649,207.0,245.0,231.5781,0,0.06484009661835746,13.421899999999994,-3.2264040912889924,13.58517723
186,5.7899,46.4215,14.2993,3.5292,29.3542,0.1519,2.3053,-68.6495,33.7879,10.4336,1,-0.34019621410206924,23.354300000000002,-1.8845328693804098,4.45890298
722,3.0,104.0,21.1367,0.0529,365.7626,0.0392,3.502,201.0,252.0,241.2969,0,0.053249253731343316,10.703100000000006,-3.23907853218572,14.33789392
